id,uuid,DCP_date_current_period,OPCP_open_price_current_period,HPCP_high_price_current_period,LPCP_low_price_current_period,CPCP_close_price_current_period,ACPCP_adjusted_close_price_current_period,VTCP_volume_of_transactions_current_period
2325,,2009-04-01,793.59,813.62,783.32,811.08,811.08,"6,034,140,000"
2326,,2009-04-02,814.53,845.61,814.53,834.38,834.38,"7,542,810,000"
2327,,2009-04-03,835.13,842.50,826.70,842.50,842.50,"5,855,640,000"
2328,,2009-04-06,839.75,839.75,822.79,835.48,835.48,"6,210,000,000"
2329,,2009-04-07,834.12,834.12,814.53,815.55,815.55,"5,155,580,000"
2330,,2009-04-08,816.76,828.42,814.84,825.16,825.16,"5,938,460,000"
2331,,2009-04-09,829.29,856.91,829.29,856.56,856.56,"7,600,710,000"
2332,,2009-04-13,855.33,864.31,845.35,858.73,858.73,"6,434,890,000"
2333,,2009-04-14,856.88,856.88,840.25,841.50,841.50,"7,569,840,000"
2334,,2009-04-15,839.44,852.93,835.58,852.06,852.06,"6,241,100,000"
2335,,2009-04-16,854.54,870.35,847.04,865.30,865.30,"6,598,670,000"
2336,,2009-04-17,865.18,875.63,860.87,869.60,869.60,"7,352,010,000"
2337,,2009-04-20,868.27,868.27,832.39,832.39,832.39,"6,973,960,000"
2338,,2009-04-21,831.25,850.09,826.83,850.08,850.08,"7,436,490,000"
2339,,2009-04-22,847.26,861.78,840.57,843.55,843.55,"7,327,860,000"
2340,,2009-04-23,844.62,852.87,835.45,851.92,851.92,"6,563,100,000"
2341,,2009-04-24,853.91,871.80,853.91,866.23,866.23,"7,114,440,000"
2342,,2009-04-27,862.82,868.83,854.65,857.51,857.51,"5,613,460,000"
2343,,2009-04-28,854.48,864.48,847.12,855.16,855.16,"6,328,000,000"
2344,,2009-04-29,856.85,882.06,856.85,873.64,873.64,"6,101,620,000"
2345,,2009-04-30,876.59,888.70,868.51,872.81,872.81,"6,862,540,000"
2346,,2009-05-01,872.74,880.48,866.10,877.52,877.52,"5,312,170,000"
2347,,2009-05-04,879.21,907.85,879.21,907.24,907.24,"7,038,840,000"
2348,,2009-05-05,906.10,907.70,897.34,903.80,903.80,"6,882,860,000"
2349,,2009-05-06,903.95,920.28,903.95,919.53,919.53,"8,555,040,000"
2350,,2009-05-07,919.58,929.58,901.36,907.39,907.39,"9,120,100,000"
2351,,2009-05-08,909.03,930.17,909.03,929.23,929.23,"8,163,280,000"
2352,,2009-05-11,922.99,922.99,908.68,909.24,909.24,"6,150,600,000"
2353,,2009-05-12,910.52,915.57,896.46,908.35,908.35,"6,871,750,000"
2354,,2009-05-13,905.40,905.40,882.80,883.92,883.92,"7,091,820,000"
2355,,2009-05-14,884.24,898.36,882.52,893.07,893.07,"6,134,870,000"
2356,,2009-05-15,892.76,896.97,878.94,882.88,882.88,"5,439,720,000"
2357,,2009-05-18,886.07,910.00,886.07,909.71,909.71,"5,702,150,000"
2358,,2009-05-19,909.67,916.39,905.22,908.13,908.13,"6,616,270,000"
2359,,2009-05-20,908.62,924.60,901.37,903.47,903.47,"8,205,060,000"
2360,,2009-05-21,900.42,900.42,879.61,888.33,888.33,"6,019,840,000"
2361,,2009-05-22,888.68,896.65,883.75,887.00,887.00,"5,155,320,000"
2362,,2009-05-26,887.00,911.76,881.46,910.33,910.33,"5,667,050,000"
2363,,2009-05-27,909.95,913.84,891.87,893.06,893.06,"5,698,800,000"
2364,,2009-05-28,892.96,909.45,887.60,906.83,906.83,"5,738,980,000"
2365,,2009-05-29,907.02,920.02,903.56,919.14,919.14,"6,050,420,000"
2366,,2009-06-01,923.26,947.77,923.26,942.87,942.87,"6,370,440,000"
2367,,2009-06-02,942.87,949.38,938.46,944.74,944.74,"5,987,340,000"
2368,,2009-06-03,942.51,942.51,923.85,931.76,931.76,"5,323,770,000"
2369,,2009-06-04,932.49,942.47,929.32,942.46,942.46,"5,352,890,000"
2370,,2009-06-05,945.67,951.69,934.13,940.09,940.09,"5,277,910,000"
2371,,2009-06-08,938.12,946.33,926.44,939.14,939.14,"4,483,430,000"
2372,,2009-06-09,940.35,946.92,936.15,942.43,942.43,"4,439,950,000"
2373,,2009-06-10,942.73,949.77,927.97,939.15,939.15,"5,379,420,000"
2374,,2009-06-11,939.04,956.23,939.04,944.89,944.89,"5,500,840,000"
2375,,2009-06-12,943.44,946.30,935.66,946.21,946.21,"4,528,120,000"
2376,,2009-06-15,942.45,942.45,919.65,923.72,923.72,"4,697,880,000"
2377,,2009-06-16,925.60,928.00,911.60,911.97,911.97,"4,951,200,000"
2378,,2009-06-17,911.89,918.44,903.78,910.71,910.71,"5,523,650,000"
2379,,2009-06-18,910.86,921.93,907.94,918.37,918.37,"4,684,010,000"
2380,,2009-06-19,919.96,927.09,915.80,921.23,921.23,"5,713,390,000"
2381,,2009-06-22,918.13,918.13,893.04,893.04,893.04,"4,903,940,000"
2382,,2009-06-23,893.46,898.69,888.86,895.10,895.10,"5,071,020,000"
2383,,2009-06-24,896.31,910.85,896.31,900.94,900.94,"4,636,720,000"
2384,,2009-06-25,899.45,921.42,896.27,920.26,920.26,"4,911,240,000"
2385,,2009-06-26,918.84,922.00,913.03,918.90,918.90,"6,076,660,000"
2386,,2009-06-29,919.86,927.99,916.18,927.23,927.23,"4,211,760,000"
2387,,2009-06-30,927.15,930.01,912.86,919.32,919.32,"4,627,570,000"
2388,,2009-07-01,920.82,931.92,920.82,923.33,923.33,"3,919,400,000"
2389,,2009-07-02,921.24,921.24,896.42,896.42,896.42,"3,931,000,000"
2390,,2009-07-06,894.27,898.72,886.36,898.72,898.72,"4,712,580,000"
2391,,2009-07-07,898.60,898.60,879.93,881.03,881.03,"4,673,300,000"
2392,,2009-07-08,881.90,886.80,869.32,879.56,879.56,"5,721,780,000"
2393,,2009-07-09,881.28,887.86,878.45,882.68,882.68,"4,347,170,000"
2394,,2009-07-10,880.03,883.57,872.81,879.13,879.13,"3,912,080,000"
2395,,2009-07-13,879.57,901.05,875.32,901.05,901.05,"4,499,440,000"
2396,,2009-07-14,900.77,905.84,896.50,905.84,905.84,"4,149,030,000"
2397,,2009-07-15,910.15,933.95,910.15,932.68,932.68,"5,238,830,000"
2398,,2009-07-16,930.17,943.96,927.45,940.74,940.74,"4,898,640,000"
2399,,2009-07-17,940.56,941.89,934.65,940.38,940.38,"5,141,380,000"
2400,,2009-07-20,942.07,951.62,940.99,951.13,951.13,"4,853,150,000"
2401,,2009-07-21,951.97,956.53,943.22,954.58,954.58,"5,309,300,000"
2402,,2009-07-22,953.40,959.83,947.75,954.07,954.07,"4,634,100,000"
2403,,2009-07-23,954.07,979.42,953.27,976.29,976.29,"5,761,650,000"
2404,,2009-07-24,972.16,979.79,965.95,979.26,979.26,"4,458,300,000"
2405,,2009-07-27,978.63,982.49,972.29,982.18,982.18,"4,631,290,000"
2406,,2009-07-28,981.48,982.35,969.35,979.62,979.62,"5,490,350,000"
2407,,2009-07-29,977.66,977.76,968.65,975.15,975.15,"5,178,770,000"
2408,,2009-07-30,976.01,996.68,976.01,986.75,986.75,"6,035,180,000"
2409,,2009-07-31,986.80,993.18,982.85,987.48,987.48,"5,139,070,000"
2410,,2009-08-03,990.22,"1,003.61",990.22,"1,002.63","1,002.63","5,603,440,000"
2411,,2009-08-04,"1,001.41","1,007.12",996.68,"1,005.65","1,005.65","5,713,700,000"
2412,,2009-08-05,"1,005.41","1,006.64",994.31,"1,002.72","1,002.72","7,242,120,000"
2413,,2009-08-06,"1,004.06","1,008.00",992.49,997.08,997.08,"6,753,380,000"
2414,,2009-08-07,999.83,"1,018.00",999.83,"1,010.48","1,010.48","6,827,090,000"
2415,,2009-08-10,"1,008.89","1,010.12","1,000.99","1,007.10","1,007.10","5,406,080,000"
2416,,2009-08-11,"1,005.77","1,005.77",992.40,994.35,994.35,"5,773,160,000"
2417,,2009-08-12,994.00,"1,012.78",993.36,"1,005.81","1,005.81","5,498,170,000"
2418,,2009-08-13,"1,005.86","1,013.14","1,000.82","1,012.73","1,012.73","5,250,660,000"
2419,,2009-08-14,"1,012.23","1,012.60",994.60,"1,004.09","1,004.09","4,940,750,000"
2420,,2009-08-17,998.18,998.18,978.51,979.73,979.73,"4,088,570,000"
2421,,2009-08-18,980.62,991.20,980.62,989.67,989.67,"4,198,970,000"
2422,,2009-08-19,986.88,999.61,980.62,996.46,996.46,"4,257,000,000"
2423,,2009-08-20,996.41,"1,008.92",996.39,"1,007.37","1,007.37","4,893,160,000"
2424,,2009-08-21,"1,009.06","1,027.59","1,009.06","1,026.13","1,026.13","5,885,550,000"
2425,,2009-08-24,"1,026.59","1,035.82","1,022.48","1,025.57","1,025.57","6,302,450,000"
2426,,2009-08-25,"1,026.63","1,037.75","1,026.21","1,028.00","1,028.00","5,768,740,000"
2427,,2009-08-26,"1,027.35","1,032.47","1,021.57","1,028.12","1,028.12","5,080,060,000"
2428,,2009-08-27,"1,027.81","1,033.33","1,016.20","1,030.98","1,030.98","5,785,880,000"
2429,,2009-08-28,"1,031.62","1,039.47","1,023.13","1,028.93","1,028.93","5,785,780,000"
2430,,2009-08-31,"1,025.21","1,025.21","1,014.62","1,020.62","1,020.62","5,004,560,000"
2431,,2009-09-01,"1,019.52","1,028.45",996.28,998.04,998.04,"6,862,360,000"
2432,,2009-09-02,996.07,"1,000.34",991.97,994.75,994.75,"5,842,730,000"
2433,,2009-09-03,996.12,"1,003.43",992.25,"1,003.24","1,003.24","4,624,280,000"
2434,,2009-09-04,"1,003.84","1,016.48","1,001.65","1,016.40","1,016.40","4,097,370,000"
2435,,2009-09-08,"1,018.67","1,026.07","1,018.67","1,025.39","1,025.39","5,235,160,000"
2436,,2009-09-09,"1,025.36","1,036.34","1,023.97","1,033.37","1,033.37","5,202,550,000"
2437,,2009-09-10,"1,032.99","1,044.14","1,028.04","1,044.14","1,044.14","5,191,380,000"
2438,,2009-09-11,"1,043.92","1,048.18","1,038.40","1,042.73","1,042.73","4,922,600,000"
2439,,2009-09-14,"1,040.15","1,049.74","1,035.00","1,049.34","1,049.34","4,979,610,000"
2440,,2009-09-15,"1,049.03","1,056.04","1,043.42","1,052.63","1,052.63","6,185,620,000"
2441,,2009-09-16,"1,053.99","1,068.76","1,052.87","1,068.76","1,068.76","6,793,530,000"
2442,,2009-09-17,"1,067.87","1,074.77","1,061.20","1,065.49","1,065.49","6,668,110,000"
2443,,2009-09-18,"1,066.60","1,071.52","1,064.27","1,068.30","1,068.30","5,607,970,000"
2444,,2009-09-21,"1,067.14","1,067.28","1,057.46","1,064.66","1,064.66","4,615,280,000"
2445,,2009-09-22,"1,066.35","1,073.81","1,066.35","1,071.66","1,071.66","5,246,600,000"
2446,,2009-09-23,"1,072.69","1,080.15","1,060.39","1,060.87","1,060.87","5,531,930,000"
2447,,2009-09-24,"1,062.56","1,066.29","1,045.85","1,050.78","1,050.78","5,505,610,000"
2448,,2009-09-25,"1,049.48","1,053.47","1,041.17","1,044.38","1,044.38","4,507,090,000"
2449,,2009-09-28,"1,045.38","1,065.13","1,045.38","1,062.98","1,062.98","3,726,950,000"
2450,,2009-09-29,"1,063.69","1,069.62","1,057.83","1,060.61","1,060.61","4,949,900,000"
2451,,2009-09-30,"1,061.02","1,063.40","1,046.47","1,057.08","1,057.08","5,998,860,000"
2452,,2009-10-01,"1,054.91","1,054.91","1,029.45","1,029.85","1,029.85","5,791,450,000"
2453,,2009-10-02,"1,029.71","1,030.60","1,019.95","1,025.21","1,025.21","5,583,240,000"
2454,,2009-10-05,"1,026.87","1,042.58","1,025.92","1,040.46","1,040.46","4,313,310,000"
2455,,2009-10-06,"1,042.02","1,060.55","1,042.02","1,054.72","1,054.72","5,029,840,000"
2456,,2009-10-07,"1,053.65","1,058.02","1,050.10","1,057.58","1,057.58","4,238,220,000"
2457,,2009-10-08,"1,060.03","1,070.67","1,060.03","1,065.48","1,065.48","4,988,400,000"
2458,,2009-10-09,"1,065.28","1,071.51","1,063.00","1,071.49","1,071.49","3,763,780,000"
2459,,2009-10-12,"1,071.63","1,079.46","1,071.63","1,076.19","1,076.19","3,710,430,000"
2460,,2009-10-13,"1,074.96","1,075.30","1,066.71","1,073.19","1,073.19","4,320,480,000"
2461,,2009-10-14,"1,078.68","1,093.17","1,078.68","1,092.02","1,092.02","5,406,420,000"
2462,,2009-10-15,"1,090.36","1,096.56","1,086.41","1,096.56","1,096.56","5,369,780,000"
2463,,2009-10-16,"1,094.67","1,094.67","1,081.53","1,087.68","1,087.68","4,894,740,000"
2464,,2009-10-19,"1,088.22","1,100.17","1,086.48","1,097.91","1,097.91","4,619,240,000"
2465,,2009-10-20,"1,098.64","1,098.64","1,086.16","1,091.06","1,091.06","5,396,930,000"
2466,,2009-10-21,"1,090.36","1,101.36","1,080.77","1,081.40","1,081.40","5,616,290,000"
2467,,2009-10-22,"1,080.96","1,095.21","1,074.31","1,092.91","1,092.91","5,192,410,000"
2468,,2009-10-23,"1,095.62","1,095.83","1,075.49","1,079.60","1,079.60","4,767,460,000"
2469,,2009-10-26,"1,080.36","1,091.75","1,065.23","1,066.95","1,066.95","6,363,380,000"
2470,,2009-10-27,"1,067.54","1,072.48","1,060.62","1,063.41","1,063.41","5,337,380,000"
2471,,2009-10-28,"1,061.51","1,063.26","1,042.19","1,042.63","1,042.63","6,600,350,000"
2472,,2009-10-29,"1,043.69","1,066.83","1,043.69","1,066.11","1,066.11","5,595,040,000"
2473,,2009-10-30,"1,065.41","1,065.41","1,033.38","1,036.19","1,036.19","6,512,420,000"
2474,,2009-11-02,"1,036.18","1,052.18","1,029.38","1,042.88","1,042.88","6,202,640,000"
2475,,2009-11-03,"1,040.92","1,046.36","1,033.94","1,045.41","1,045.41","5,487,500,000"
2476,,2009-11-04,"1,047.14","1,061.00","1,045.15","1,046.50","1,046.50","5,635,510,000"
2477,,2009-11-05,"1,047.30","1,066.65","1,047.30","1,066.63","1,066.63","4,848,350,000"
2478,,2009-11-06,"1,064.95","1,071.48","1,059.32","1,069.30","1,069.30","4,277,130,000"
2479,,2009-11-09,"1,072.31","1,093.19","1,072.31","1,093.08","1,093.08","4,460,030,000"
2480,,2009-11-10,"1,091.86","1,096.42","1,087.40","1,093.01","1,093.01","4,394,770,000"
2481,,2009-11-11,"1,096.04","1,105.37","1,093.81","1,098.51","1,098.51","4,286,700,000"
2482,,2009-11-12,"1,098.31","1,101.97","1,084.90","1,087.24","1,087.24","4,160,250,000"
2483,,2009-11-13,"1,087.59","1,097.79","1,085.33","1,093.48","1,093.48","3,792,610,000"
2484,,2009-11-16,"1,094.13","1,113.69","1,094.13","1,109.30","1,109.30","4,565,850,000"
2485,,2009-11-17,"1,109.22","1,110.52","1,102.19","1,110.32","1,110.32","3,824,070,000"
2486,,2009-11-18,"1,109.44","1,111.10","1,102.70","1,109.80","1,109.80","4,293,340,000"
2487,,2009-11-19,"1,106.44","1,106.44","1,088.40","1,094.90","1,094.90","4,178,030,000"
2488,,2009-11-20,"1,094.66","1,094.66","1,086.81","1,091.38","1,091.38","3,751,230,000"
2489,,2009-11-23,"1,094.86","1,112.38","1,094.86","1,106.24","1,106.24","3,827,920,000"
2490,,2009-11-24,"1,105.83","1,107.56","1,097.63","1,105.65","1,105.65","3,700,820,000"
2491,,2009-11-25,"1,106.49","1,111.18","1,104.75","1,110.63","1,110.63","3,036,350,000"
2492,,2009-11-27,"1,105.47","1,105.47","1,083.74","1,091.49","1,091.49","2,362,910,000"
2493,,2009-11-30,"1,091.07","1,097.24","1,086.25","1,095.63","1,095.63","3,895,520,000"
2494,,2009-12-01,"1,098.89","1,112.28","1,098.89","1,108.86","1,108.86","4,249,310,000"
2495,,2009-12-02,"1,109.03","1,115.58","1,105.29","1,109.24","1,109.24","3,941,340,000"
2496,,2009-12-03,"1,110.59","1,117.28","1,098.74","1,099.92","1,099.92","4,810,030,000"
2497,,2009-12-04,"1,100.43","1,119.13","1,096.52","1,105.98","1,105.98","5,781,140,000"
2498,,2009-12-07,"1,105.52","1,110.72","1,100.83","1,103.25","1,103.25","4,103,360,000"
2499,,2009-12-08,"1,103.04","1,103.04","1,088.61","1,091.94","1,091.94","4,748,030,000"
2500,,2009-12-09,"1,091.07","1,097.04","1,085.89","1,095.95","1,095.95","4,115,410,000"
2501,,2009-12-10,"1,098.69","1,106.25","1,098.69","1,102.35","1,102.35","3,996,490,000"
2502,,2009-12-11,"1,103.96","1,108.50","1,101.34","1,106.41","1,106.41","3,791,090,000"
2503,,2009-12-14,"1,107.84","1,114.76","1,107.84","1,114.11","1,114.11","4,548,490,000"
2504,,2009-12-15,"1,114.11","1,114.11","1,105.35","1,107.93","1,107.93","5,045,100,000"
2505,,2009-12-16,"1,108.61","1,116.21","1,107.96","1,109.18","1,109.18","4,829,820,000"
2506,,2009-12-17,"1,106.36","1,106.36","1,095.88","1,096.08","1,096.08","7,615,070,000"
2507,,2009-12-18,"1,097.86","1,103.74","1,093.88","1,102.47","1,102.47","6,325,890,000"
2508,,2009-12-21,"1,105.31","1,117.68","1,105.31","1,114.05","1,114.05","3,977,340,000"
2509,,2009-12-22,"1,114.51","1,120.27","1,114.51","1,118.02","1,118.02","3,641,130,000"
2510,,2009-12-23,"1,118.84","1,121.58","1,116.00","1,120.59","1,120.59","3,166,870,000"
2511,,2009-12-24,"1,121.08","1,126.48","1,121.08","1,126.48","1,126.48","1,267,710,000"
2512,,2009-12-28,"1,127.53","1,130.38","1,123.51","1,127.78","1,127.78","2,716,400,000"
2513,,2009-12-29,"1,128.55","1,130.38","1,126.08","1,126.20","1,126.20","2,491,020,000"
2514,,2009-12-30,"1,125.53","1,126.42","1,121.94","1,126.42","1,126.42","2,277,300,000"
2515,,2009-12-31,"1,126.60","1,127.64","1,114.81","1,115.10","1,115.10","2,076,990,000"
2516,,2010-01-04,"1,116.56","1,133.87","1,116.56","1,132.99","1,132.99","3,991,400,000"
2517,,2010-01-05,"1,132.66","1,136.63","1,129.66","1,136.52","1,136.52","2,491,020,000"
2518,,2010-01-06,"1,135.71","1,139.19","1,133.95","1,137.14","1,137.14","4,972,660,000"
2519,,2010-01-07,"1,136.27","1,142.46","1,131.32","1,141.69","1,141.69","5,270,680,000"
2520,,2010-01-08,"1,140.52","1,145.39","1,136.22","1,144.98","1,144.98","4,389,590,000"
2521,,2010-01-11,"1,145.96","1,149.74","1,142.02","1,146.98","1,146.98","4,255,780,000"
2522,,2010-01-12,"1,143.81","1,143.81","1,131.77","1,136.22","1,136.22","4,716,160,000"
2523,,2010-01-13,"1,137.31","1,148.40","1,133.18","1,145.68","1,145.68","4,170,360,000"
2524,,2010-01-14,"1,145.68","1,150.41","1,143.80","1,148.46","1,148.46","3,915,200,000"
2525,,2010-01-15,"1,147.72","1,147.77","1,131.39","1,136.03","1,136.03","4,758,730,000"
2526,,2010-01-19,"1,136.03","1,150.45","1,135.77","1,150.23","1,150.23","4,724,830,000"
2527,,2010-01-20,"1,147.95","1,147.95","1,129.25","1,138.04","1,138.04","4,810,560,000"
2528,,2010-01-21,"1,138.68","1,141.58","1,114.84","1,116.48","1,116.48","6,874,290,000"
2529,,2010-01-22,"1,115.49","1,115.49","1,090.18","1,091.76","1,091.76","6,208,650,000"
2530,,2010-01-25,"1,092.40","1,102.97","1,092.40","1,096.78","1,096.78","4,481,390,000"
2531,,2010-01-26,"1,095.80","1,103.69","1,089.86","1,092.17","1,092.17","4,731,910,000"
2532,,2010-01-27,"1,091.94","1,099.51","1,083.11","1,097.50","1,097.50","5,319,120,000"
2533,,2010-01-28,"1,096.93","1,100.22","1,078.46","1,084.53","1,084.53","5,452,400,000"
2534,,2010-01-29,"1,087.61","1,096.45","1,071.59","1,073.87","1,073.87","5,412,850,000"
2535,,2010-02-01,"1,073.89","1,089.38","1,073.89","1,089.19","1,089.19","4,077,610,000"
2536,,2010-02-02,"1,090.05","1,104.73","1,087.96","1,103.32","1,103.32","4,749,540,000"
2537,,2010-02-03,"1,100.67","1,102.72","1,093.97","1,097.28","1,097.28","4,285,450,000"
2538,,2010-02-04,"1,097.25","1,097.25","1,062.78","1,063.11","1,063.11","5,859,690,000"
2539,,2010-02-05,"1,064.12","1,067.13","1,044.50","1,066.19","1,066.19","6,438,900,000"
2540,,2010-02-08,"1,065.51","1,071.20","1,056.51","1,056.74","1,056.74","4,089,820,000"
2541,,2010-02-09,"1,060.06","1,079.28","1,060.06","1,070.52","1,070.52","5,114,260,000"
2542,,2010-02-10,"1,069.68","1,073.67","1,059.34","1,068.13","1,068.13","4,251,450,000"
2543,,2010-02-11,"1,067.10","1,080.04","1,060.59","1,078.47","1,078.47","4,400,870,000"
2544,,2010-02-12,"1,075.95","1,077.81","1,062.97","1,075.51","1,075.51","4,160,680,000"
2545,,2010-02-16,"1,079.13","1,095.67","1,079.13","1,094.87","1,094.87","4,080,770,000"
2546,,2010-02-17,"1,096.14","1,101.03","1,094.72","1,099.51","1,099.51","4,259,230,000"
2547,,2010-02-18,"1,099.03","1,108.24","1,097.48","1,106.75","1,106.75","3,878,620,000"
2548,,2010-02-19,"1,105.49","1,112.42","1,100.80","1,109.17","1,109.17","3,944,280,000"
2549,,2010-02-22,"1,110.00","1,112.29","1,105.38","1,108.01","1,108.01","3,814,440,000"
2550,,2010-02-23,"1,107.49","1,108.58","1,092.18","1,094.60","1,094.60","4,521,050,000"
2551,,2010-02-24,"1,095.89","1,106.42","1,095.50","1,105.24","1,105.24","4,168,360,000"
2552,,2010-02-25,"1,101.24","1,103.50","1,086.02","1,102.94","1,102.94","4,521,130,000"
2553,,2010-02-26,"1,103.10","1,107.24","1,097.56","1,104.49","1,104.49","3,945,190,000"
2554,,2010-03-01,"1,105.36","1,116.11","1,105.36","1,115.71","1,115.71","3,847,640,000"
2555,,2010-03-02,"1,117.01","1,123.46","1,116.51","1,118.31","1,118.31","4,134,680,000"
2556,,2010-03-03,"1,119.36","1,125.64","1,116.58","1,118.79","1,118.79","3,951,320,000"
2557,,2010-03-04,"1,119.12","1,123.73","1,116.66","1,122.97","1,122.97","3,945,010,000"
2558,,2010-03-05,"1,125.12","1,139.38","1,125.12","1,138.70","1,138.70","4,133,000,000"
2559,,2010-03-08,"1,138.40","1,141.05","1,136.77","1,138.50","1,138.50","3,774,680,000"
2560,,2010-03-09,"1,137.56","1,145.37","1,134.90","1,140.45","1,140.45","5,185,570,000"
2561,,2010-03-10,"1,140.22","1,148.26","1,140.09","1,145.61","1,145.61","5,469,120,000"
2562,,2010-03-11,"1,143.96","1,150.24","1,138.99","1,150.24","1,150.24","4,669,060,000"
2563,,2010-03-12,"1,151.71","1,153.41","1,146.97","1,149.99","1,149.99","4,928,160,000"
2564,,2010-03-15,"1,148.53","1,150.98","1,141.45","1,150.51","1,150.51","4,164,110,000"
2565,,2010-03-16,"1,150.83","1,160.28","1,150.35","1,159.46","1,159.46","4,369,770,000"
2566,,2010-03-17,"1,159.94","1,169.84","1,159.94","1,166.21","1,166.21","4,963,200,000"
2567,,2010-03-18,"1,166.13","1,167.77","1,161.16","1,165.83","1,165.83","4,234,510,000"
2568,,2010-03-19,"1,166.68","1,169.20","1,155.33","1,159.90","1,159.90","5,212,410,000"
2569,,2010-03-22,"1,157.25","1,167.82","1,152.88","1,165.81","1,165.81","4,261,680,000"
2570,,2010-03-23,"1,166.47","1,174.72","1,163.83","1,174.17","1,174.17","4,411,640,000"
2571,,2010-03-24,"1,172.70","1,173.04","1,166.01","1,167.72","1,167.72","4,705,750,000"
2572,,2010-03-25,"1,170.03","1,180.69","1,165.09","1,165.73","1,165.73","5,668,900,000"
2573,,2010-03-26,"1,167.58","1,173.93","1,161.48","1,166.59","1,166.59","4,708,420,000"
2574,,2010-03-29,"1,167.71","1,174.85","1,167.71","1,173.22","1,173.22","4,375,580,000"
2575,,2010-03-30,"1,173.75","1,177.83","1,168.92","1,173.27","1,173.27","4,085,000,000"
2576,,2010-03-31,"1,171.75","1,174.56","1,165.77","1,169.43","1,169.43","4,484,340,000"
2577,,2010-04-01,"1,171.23","1,181.43","1,170.69","1,178.10","1,178.10","4,006,870,000"
2578,,2010-04-05,"1,178.71","1,187.73","1,178.71","1,187.44","1,187.44","3,881,620,000"
2579,,2010-04-06,"1,186.01","1,191.80","1,182.77","1,189.44","1,189.44","4,086,180,000"
2580,,2010-04-07,"1,188.23","1,189.60","1,177.25","1,182.45","1,182.45","5,101,430,000"
2581,,2010-04-08,"1,181.75","1,188.55","1,175.12","1,186.44","1,186.44","4,726,970,000"
2582,,2010-04-09,"1,187.47","1,194.66","1,187.15","1,194.37","1,194.37","4,511,570,000"
2583,,2010-04-12,"1,194.94","1,199.20","1,194.71","1,196.48","1,196.48","4,607,090,000"
2584,,2010-04-13,"1,195.94","1,199.04","1,188.82","1,197.30","1,197.30","5,403,580,000"
2585,,2010-04-14,"1,198.69","1,210.65","1,198.69","1,210.65","1,210.65","5,760,040,000"
2586,,2010-04-15,"1,210.77","1,213.92","1,208.50","1,211.67","1,211.67","5,995,330,000"
2587,,2010-04-16,"1,210.17","1,210.17","1,186.77","1,192.13","1,192.13","8,108,470,000"
2588,,2010-04-19,"1,192.06","1,197.87","1,183.68","1,197.52","1,197.52","6,597,740,000"
2589,,2010-04-20,"1,199.04","1,208.58","1,199.04","1,207.17","1,207.17","5,316,590,000"
2590,,2010-04-21,"1,207.16","1,210.99","1,198.85","1,205.94","1,205.94","5,724,310,000"
2591,,2010-04-22,"1,202.52","1,210.27","1,190.19","1,208.67","1,208.67","6,035,780,000"
2592,,2010-04-23,"1,207.87","1,217.28","1,205.10","1,217.28","1,217.28","5,326,060,000"
2593,,2010-04-26,"1,217.07","1,219.80","1,211.07","1,212.05","1,212.05","5,647,760,000"
2594,,2010-04-27,"1,209.92","1,211.38","1,181.62","1,183.71","1,183.71","7,454,540,000"
2595,,2010-04-28,"1,184.59","1,195.05","1,181.81","1,191.36","1,191.36","6,342,310,000"
2596,,2010-04-29,"1,193.30","1,209.36","1,193.30","1,206.78","1,206.78","6,059,410,000"
2597,,2010-04-30,"1,206.77","1,207.99","1,186.32","1,186.69","1,186.69","6,048,260,000"
2598,,2010-05-03,"1,188.58","1,205.13","1,188.58","1,202.26","1,202.26","4,938,050,000"
2599,,2010-05-04,"1,197.50","1,197.50","1,168.12","1,173.60","1,173.60","6,594,720,000"
2600,,2010-05-05,"1,169.24","1,175.95","1,158.15","1,165.87","1,165.87","6,795,940,000"
2601,,2010-05-06,"1,164.38","1,167.58","1,065.79","1,128.15","1,128.15","10,617,810,000"
2602,,2010-05-07,"1,127.04","1,135.13","1,094.15","1,110.88","1,110.88","9,472,910,000"
2603,,2010-05-10,"1,122.27","1,163.85","1,122.27","1,159.73","1,159.73","6,893,700,000"
2604,,2010-05-11,"1,156.39","1,170.48","1,147.71","1,155.79","1,155.79","5,842,550,000"
2605,,2010-05-12,"1,155.43","1,172.87","1,155.43","1,171.67","1,171.67","5,225,460,000"
2606,,2010-05-13,"1,170.04","1,173.57","1,156.14","1,157.44","1,157.44","4,870,640,000"
2607,,2010-05-14,"1,157.19","1,157.19","1,126.14","1,135.68","1,135.68","6,126,400,000"
2608,,2010-05-17,"1,136.52","1,141.88","1,114.96","1,136.94","1,136.94","5,922,920,000"
2609,,2010-05-18,"1,138.78","1,148.66","1,117.20","1,120.80","1,120.80","6,170,840,000"
2610,,2010-05-19,"1,119.57","1,124.27","1,100.66","1,115.05","1,115.05","6,765,800,000"
2611,,2010-05-20,"1,107.34","1,107.34","1,071.58","1,071.59","1,071.59","8,328,570,000"
2612,,2010-05-21,"1,067.26","1,090.16","1,055.90","1,087.69","1,087.69","5,452,130,000"
2613,,2010-05-24,"1,084.78","1,089.95","1,072.70","1,073.65","1,073.65","5,224,040,000"
2614,,2010-05-25,"1,067.42","1,074.75","1,040.78","1,074.03","1,074.03","7,329,580,000"
