id,uuid,DCP_date_current_period,OPCP_open_price_current_period,HPCP_high_price_current_period,LPCP_low_price_current_period,CPCP_close_price_current_period,ACPCP_adjusted_close_price_current_period,VTCP_volume_of_transactions_current_period
2615,,2010-05-26,"1,075.51","1,090.75","1,065.59","1,067.95","1,067.95","4,521,050,000"
2616,,2010-05-27,"1,074.27","1,103.52","1,074.27","1,103.06","1,103.06","5,698,460,000"
2617,,2010-05-28,"1,102.59","1,102.59","1,084.78","1,089.41","1,089.41","4,871,210,000"
2618,,2010-06-01,"1,087.30","1,094.77","1,069.89","1,070.71","1,070.71","5,271,480,000"
2619,,2010-06-02,"1,073.01","1,098.56","1,072.03","1,098.38","1,098.38","5,026,360,000"
2620,,2010-06-03,"1,098.82","1,105.67","1,091.81","1,102.83","1,102.83","4,995,970,000"
2621,,2010-06-04,"1,098.43","1,098.43","1,060.50","1,064.88","1,064.88","6,180,580,000"
2622,,2010-06-07,"1,065.84","1,071.36","1,049.86","1,050.47","1,050.47","5,467,560,000"
2623,,2010-06-08,"1,050.81","1,063.15","1,042.17","1,062.00","1,062.00","6,192,750,000"
2624,,2010-06-09,"1,062.75","1,077.74","1,052.25","1,055.69","1,055.69","5,983,200,000"
2625,,2010-06-10,"1,058.77","1,087.85","1,058.77","1,086.84","1,086.84","5,144,780,000"
2626,,2010-06-11,"1,082.65","1,092.25","1,077.12","1,091.60","1,091.60","4,059,280,000"
2627,,2010-06-14,"1,095.00","1,105.91","1,089.03","1,089.63","1,089.63","4,425,830,000"
2628,,2010-06-15,"1,091.21","1,115.59","1,091.21","1,115.23","1,115.23","4,644,490,000"
2629,,2010-06-16,"1,114.02","1,118.74","1,107.13","1,114.61","1,114.61","5,002,600,000"
2630,,2010-06-17,"1,115.98","1,117.72","1,105.87","1,116.04","1,116.04","4,557,760,000"
2631,,2010-06-18,"1,116.16","1,121.01","1,113.93","1,117.51","1,117.51","4,555,360,000"
2632,,2010-06-21,"1,122.79","1,131.23","1,108.24","1,113.20","1,113.20","4,514,360,000"
2633,,2010-06-22,"1,113.90","1,118.50","1,094.18","1,095.31","1,095.31","4,514,380,000"
2634,,2010-06-23,"1,095.57","1,099.64","1,085.31","1,092.04","1,092.04","4,526,150,000"
2635,,2010-06-24,"1,090.93","1,090.93","1,071.60","1,073.69","1,073.69","4,814,830,000"
2636,,2010-06-25,"1,075.10","1,083.56","1,067.89","1,076.76","1,076.76","5,128,840,000"
2637,,2010-06-28,"1,077.50","1,082.60","1,071.45","1,074.57","1,074.57","3,896,410,000"
2638,,2010-06-29,"1,071.10","1,071.10","1,035.18","1,041.24","1,041.24","6,136,700,000"
2639,,2010-06-30,"1,040.56","1,048.08","1,028.33","1,030.71","1,030.71","5,067,080,000"
2640,,2010-07-01,"1,031.10","1,033.58","1,010.91","1,027.37","1,027.37","6,435,770,000"
2641,,2010-07-02,"1,027.65","1,032.95","1,015.93","1,022.58","1,022.58","3,968,500,000"
2642,,2010-07-06,"1,028.09","1,042.50","1,018.35","1,028.06","1,028.06","4,691,240,000"
2643,,2010-07-07,"1,028.54","1,060.89","1,028.54","1,060.27","1,060.27","4,931,220,000"
2644,,2010-07-08,"1,062.92","1,071.25","1,058.24","1,070.25","1,070.25","4,548,460,000"
2645,,2010-07-09,"1,070.50","1,078.16","1,068.10","1,077.96","1,077.96","3,506,570,000"
2646,,2010-07-12,"1,077.23","1,080.78","1,070.45","1,078.75","1,078.75","3,426,990,000"
2647,,2010-07-13,"1,080.65","1,099.46","1,080.65","1,095.34","1,095.34","4,640,460,000"
2648,,2010-07-14,"1,095.61","1,099.08","1,087.68","1,095.17","1,095.17","4,521,050,000"
2649,,2010-07-15,"1,094.46","1,098.66","1,080.53","1,096.48","1,096.48","4,552,470,000"
2650,,2010-07-16,"1,093.85","1,093.85","1,063.32","1,064.88","1,064.88","5,297,350,000"
2651,,2010-07-19,"1,066.85","1,074.70","1,061.11","1,071.25","1,071.25","4,089,500,000"
2652,,2010-07-20,"1,064.53","1,083.94","1,056.88","1,083.48","1,083.48","4,713,280,000"
2653,,2010-07-21,"1,086.67","1,088.96","1,065.25","1,069.59","1,069.59","4,747,180,000"
2654,,2010-07-22,"1,072.14","1,097.50","1,072.14","1,093.67","1,093.67","4,826,900,000"
2655,,2010-07-23,"1,092.17","1,103.73","1,087.88","1,102.66","1,102.66","4,524,570,000"
2656,,2010-07-26,"1,102.89","1,115.01","1,101.30","1,115.01","1,115.01","4,009,650,000"
2657,,2010-07-27,"1,117.36","1,120.95","1,109.78","1,113.84","1,113.84","4,725,690,000"
2658,,2010-07-28,"1,112.84","1,114.66","1,103.11","1,106.13","1,106.13","4,002,390,000"
2659,,2010-07-29,"1,108.07","1,115.90","1,092.82","1,101.53","1,101.53","4,612,420,000"
2660,,2010-07-30,"1,098.44","1,106.44","1,088.01","1,101.60","1,101.60","4,006,450,000"
2661,,2010-08-02,"1,107.53","1,127.30","1,107.53","1,125.86","1,125.86","4,144,180,000"
2662,,2010-08-03,"1,125.34","1,125.44","1,116.76","1,120.46","1,120.46","4,071,820,000"
2663,,2010-08-04,"1,121.06","1,128.75","1,119.46","1,127.24","1,127.24","4,057,850,000"
2664,,2010-08-05,"1,125.78","1,126.56","1,118.81","1,125.81","1,125.81","3,685,560,000"
2665,,2010-08-06,"1,122.07","1,123.06","1,107.17","1,121.64","1,121.64","3,857,890,000"
2666,,2010-08-09,"1,122.80","1,129.24","1,120.91","1,127.79","1,127.79","3,979,360,000"
2667,,2010-08-10,"1,122.92","1,127.16","1,111.58","1,121.06","1,121.06","3,979,360,000"
2668,,2010-08-11,"1,116.89","1,116.89","1,088.55","1,089.47","1,089.47","4,511,860,000"
2669,,2010-08-12,"1,081.48","1,086.72","1,076.69","1,083.61","1,083.61","4,521,050,000"
2670,,2010-08-13,"1,082.22","1,086.25","1,079.00","1,079.25","1,079.25","3,328,890,000"
2671,,2010-08-16,"1,077.49","1,082.62","1,069.49","1,079.38","1,079.38","3,142,450,000"
2672,,2010-08-17,"1,081.16","1,100.14","1,081.16","1,092.54","1,092.54","3,968,210,000"
2673,,2010-08-18,"1,092.08","1,099.77","1,085.76","1,094.16","1,094.16","3,724,260,000"
2674,,2010-08-19,"1,092.44","1,092.44","1,070.66","1,075.63","1,075.63","4,290,540,000"
2675,,2010-08-20,"1,075.63","1,075.63","1,063.91","1,071.69","1,071.69","3,761,570,000"
2676,,2010-08-23,"1,073.36","1,081.58","1,067.08","1,067.36","1,067.36","3,210,950,000"
2677,,2010-08-24,"1,063.20","1,063.20","1,046.68","1,051.87","1,051.87","4,436,330,000"
2678,,2010-08-25,"1,048.98","1,059.38","1,039.83","1,055.33","1,055.33","4,360,190,000"
2679,,2010-08-26,"1,056.28","1,061.45","1,045.40","1,047.22","1,047.22","3,646,710,000"
2680,,2010-08-27,"1,049.27","1,065.21","1,039.70","1,064.59","1,064.59","4,102,460,000"
2681,,2010-08-30,"1,062.90","1,064.40","1,048.79","1,048.92","1,048.92","2,917,990,000"
2682,,2010-08-31,"1,046.88","1,055.14","1,040.88","1,049.33","1,049.33","4,038,770,000"
2683,,2010-09-01,"1,049.72","1,081.30","1,049.72","1,080.29","1,080.29","4,396,880,000"
2684,,2010-09-02,"1,080.66","1,090.10","1,080.39","1,090.10","1,090.10","3,704,210,000"
2685,,2010-09-03,"1,093.61","1,105.10","1,093.61","1,104.51","1,104.51","3,534,500,000"
2686,,2010-09-07,"1,102.60","1,102.60","1,091.15","1,091.84","1,091.84","3,107,380,000"
2687,,2010-09-08,"1,092.36","1,103.26","1,092.36","1,098.87","1,098.87","3,224,640,000"
2688,,2010-09-09,"1,101.15","1,110.27","1,101.15","1,104.18","1,104.18","3,387,770,000"
2689,,2010-09-10,"1,104.57","1,110.88","1,103.92","1,109.55","1,109.55","3,061,160,000"
2690,,2010-09-13,"1,113.38","1,123.87","1,113.38","1,121.90","1,121.90","4,521,050,000"
2691,,2010-09-14,"1,121.16","1,127.36","1,115.58","1,121.10","1,121.10","4,521,050,000"
2692,,2010-09-15,"1,119.43","1,126.46","1,114.63","1,125.07","1,125.07","3,369,840,000"
2693,,2010-09-16,"1,123.89","1,125.44","1,118.88","1,124.66","1,124.66","3,364,080,000"
2694,,2010-09-17,"1,126.39","1,131.47","1,122.43","1,125.59","1,125.59","4,086,140,000"
2695,,2010-09-20,"1,126.57","1,144.86","1,126.57","1,142.71","1,142.71","3,364,080,000"
2696,,2010-09-21,"1,142.82","1,148.59","1,136.22","1,139.78","1,139.78","4,175,660,000"
2697,,2010-09-22,"1,139.49","1,144.38","1,131.58","1,134.28","1,134.28","3,911,070,000"
2698,,2010-09-23,"1,131.10","1,136.77","1,122.79","1,124.83","1,124.83","3,847,850,000"
2699,,2010-09-24,"1,131.69","1,148.90","1,131.69","1,148.67","1,148.67","4,123,950,000"
2700,,2010-09-27,"1,148.64","1,149.92","1,142.00","1,142.16","1,142.16","3,587,860,000"
2701,,2010-09-28,"1,142.31","1,150.00","1,132.09","1,147.70","1,147.70","4,025,840,000"
2702,,2010-09-29,"1,146.75","1,148.63","1,140.26","1,144.73","1,144.73","3,990,280,000"
2703,,2010-09-30,"1,145.97","1,157.16","1,136.08","1,141.20","1,141.20","4,284,160,000"
2704,,2010-10-01,"1,143.49","1,150.30","1,139.42","1,146.24","1,146.24","4,298,910,000"
2705,,2010-10-04,"1,144.96","1,148.16","1,131.87","1,137.03","1,137.03","3,604,110,000"
2706,,2010-10-05,"1,140.68","1,162.76","1,140.68","1,160.75","1,160.75","4,068,840,000"
2707,,2010-10-06,"1,159.81","1,162.33","1,154.85","1,159.97","1,159.97","4,073,160,000"
2708,,2010-10-07,"1,161.57","1,163.87","1,151.41","1,158.06","1,158.06","3,910,550,000"
2709,,2010-10-08,"1,158.36","1,167.73","1,155.58","1,165.15","1,165.15","3,871,420,000"
2710,,2010-10-11,"1,165.32","1,168.68","1,162.02","1,165.32","1,165.32","2,505,900,000"
2711,,2010-10-12,"1,164.28","1,172.58","1,155.71","1,169.77","1,169.77","4,076,170,000"
2712,,2010-10-13,"1,171.32","1,184.38","1,171.32","1,178.10","1,178.10","4,969,410,000"
2713,,2010-10-14,"1,177.82","1,178.89","1,166.71","1,173.81","1,173.81","4,969,410,000"
2714,,2010-10-15,"1,177.47","1,181.20","1,167.12","1,176.19","1,176.19","5,724,910,000"
2715,,2010-10-18,"1,176.83","1,185.53","1,174.55","1,184.71","1,184.71","4,450,050,000"
2716,,2010-10-19,"1,178.64","1,178.64","1,159.71","1,165.90","1,165.90","5,600,120,000"
2717,,2010-10-20,"1,166.74","1,182.94","1,166.74","1,178.17","1,178.17","5,027,880,000"
2718,,2010-10-21,"1,179.82","1,189.43","1,171.17","1,180.26","1,180.26","4,625,470,000"
2719,,2010-10-22,"1,180.52","1,183.93","1,178.99","1,183.08","1,183.08","3,177,890,000"
2720,,2010-10-25,"1,184.74","1,196.14","1,184.74","1,185.62","1,185.62","4,221,380,000"
2721,,2010-10-26,"1,184.88","1,187.11","1,177.72","1,185.64","1,185.64","4,203,680,000"
2722,,2010-10-27,"1,183.84","1,183.84","1,171.70","1,182.45","1,182.45","4,335,670,000"
2723,,2010-10-28,"1,184.47","1,189.53","1,177.10","1,183.78","1,183.78","4,283,460,000"
2724,,2010-10-29,"1,183.87","1,185.46","1,179.70","1,183.26","1,183.26","3,537,880,000"
2725,,2010-11-01,"1,185.71","1,195.81","1,177.65","1,184.38","1,184.38","4,129,180,000"
2726,,2010-11-02,"1,187.86","1,195.88","1,187.86","1,193.57","1,193.57","3,866,200,000"
2727,,2010-11-03,"1,193.79","1,198.30","1,183.56","1,197.96","1,197.96","4,665,480,000"
2728,,2010-11-04,"1,198.34","1,221.25","1,198.34","1,221.06","1,221.06","5,695,470,000"
2729,,2010-11-05,"1,221.20","1,227.08","1,220.29","1,225.85","1,225.85","5,637,460,000"
2730,,2010-11-08,"1,223.24","1,224.57","1,217.55","1,223.25","1,223.25","3,937,230,000"
2731,,2010-11-09,"1,223.59","1,226.84","1,208.94","1,213.40","1,213.40","4,848,040,000"
2732,,2010-11-10,"1,213.14","1,218.75","1,204.33","1,218.71","1,218.71","4,561,300,000"
2733,,2010-11-11,"1,213.04","1,215.45","1,204.49","1,213.54","1,213.54","3,931,120,000"
2734,,2010-11-12,"1,209.07","1,210.50","1,194.08","1,199.21","1,199.21","4,213,620,000"
2735,,2010-11-15,"1,200.44","1,207.43","1,197.15","1,197.75","1,197.75","3,503,370,000"
2736,,2010-11-16,"1,194.79","1,194.79","1,173.00","1,178.34","1,178.34","5,116,380,000"
2737,,2010-11-17,"1,178.33","1,183.56","1,175.82","1,178.59","1,178.59","3,904,780,000"
2738,,2010-11-18,"1,183.75","1,200.29","1,183.75","1,196.69","1,196.69","4,687,260,000"
2739,,2010-11-19,"1,196.12","1,199.97","1,189.44","1,199.73","1,199.73","3,675,390,000"
2740,,2010-11-22,"1,198.07","1,198.94","1,184.58","1,197.84","1,197.84","3,689,500,000"
2741,,2010-11-23,"1,192.51","1,192.51","1,176.91","1,180.73","1,180.73","4,133,070,000"
2742,,2010-11-24,"1,183.70","1,198.62","1,183.70","1,198.35","1,198.35","3,384,250,000"
2743,,2010-11-26,"1,194.16","1,194.16","1,186.93","1,189.40","1,189.40","1,613,820,000"
2744,,2010-11-29,"1,189.08","1,190.34","1,173.64","1,187.76","1,187.76","3,673,450,000"
2745,,2010-11-30,"1,182.96","1,187.40","1,174.14","1,180.55","1,180.55","4,284,700,000"
2746,,2010-12-01,"1,186.60","1,207.61","1,186.60","1,206.07","1,206.07","4,548,110,000"
2747,,2010-12-02,"1,206.81","1,221.89","1,206.81","1,221.53","1,221.53","4,970,800,000"
2748,,2010-12-03,"1,219.93","1,225.57","1,216.82","1,224.71","1,224.71","3,735,780,000"
2749,,2010-12-06,"1,223.87","1,225.80","1,220.67","1,223.12","1,223.12","3,527,370,000"
2750,,2010-12-07,"1,227.25","1,235.05","1,223.25","1,223.75","1,223.75","6,970,630,000"
2751,,2010-12-08,"1,225.02","1,228.93","1,219.50","1,228.28","1,228.28","4,607,590,000"
2752,,2010-12-09,"1,230.14","1,234.71","1,226.85","1,233.00","1,233.00","4,522,510,000"
2753,,2010-12-10,"1,233.85","1,240.40","1,232.58","1,240.40","1,240.40","4,547,310,000"
2754,,2010-12-13,"1,242.52","1,246.73","1,240.34","1,240.46","1,240.46","4,361,240,000"
2755,,2010-12-14,"1,241.84","1,246.59","1,238.17","1,241.59","1,241.59","4,132,350,000"
2756,,2010-12-15,"1,241.58","1,244.25","1,234.01","1,235.23","1,235.23","4,407,340,000"
2757,,2010-12-16,"1,236.34","1,243.75","1,232.85","1,242.87","1,242.87","4,736,820,000"
2758,,2010-12-17,"1,243.63","1,245.81","1,239.87","1,243.91","1,243.91","4,632,470,000"
2759,,2010-12-20,"1,245.76","1,250.20","1,241.51","1,247.08","1,247.08","3,548,140,000"
2760,,2010-12-21,"1,249.43","1,255.82","1,249.43","1,254.60","1,254.60","3,479,670,000"
2761,,2010-12-22,"1,254.94","1,259.39","1,254.94","1,258.84","1,258.84","1,285,590,000"
2762,,2010-12-23,"1,257.53","1,258.59","1,254.05","1,256.77","1,256.77","2,515,020,000"
2763,,2010-12-27,"1,254.66","1,258.43","1,251.48","1,257.54","1,257.54","1,992,470,000"
2764,,2010-12-28,"1,259.10","1,259.90","1,256.22","1,258.51","1,258.51","2,478,450,000"
2765,,2010-12-29,"1,258.78","1,262.60","1,258.78","1,259.78","1,259.78","2,214,380,000"
2766,,2010-12-30,"1,259.44","1,261.09","1,256.32","1,257.88","1,257.88","1,970,720,000"
2767,,2010-12-31,"1,256.76","1,259.34","1,254.19","1,257.64","1,257.64","1,799,770,000"
2768,,2011-01-03,"1,257.62","1,276.17","1,257.62","1,271.87","1,271.87","4,286,670,000"
2769,,2011-01-04,"1,272.95","1,274.12","1,262.66","1,270.20","1,270.20","4,796,420,000"
2770,,2011-01-05,"1,268.78","1,277.63","1,265.36","1,276.56","1,276.56","4,764,920,000"
2771,,2011-01-06,"1,276.29","1,278.17","1,270.43","1,273.85","1,273.85","4,844,100,000"
2772,,2011-01-07,"1,274.41","1,276.83","1,261.70","1,271.50","1,271.50","4,963,110,000"
2773,,2011-01-10,"1,270.84","1,271.52","1,262.18","1,269.75","1,269.75","4,036,450,000"
2774,,2011-01-11,"1,272.58","1,277.25","1,269.62","1,274.48","1,274.48","4,050,750,000"
2775,,2011-01-12,"1,275.65","1,286.87","1,275.65","1,285.96","1,285.96","4,226,940,000"
2776,,2011-01-13,"1,285.78","1,286.70","1,280.47","1,283.76","1,283.76","4,310,840,000"
2777,,2011-01-14,"1,282.90","1,293.24","1,281.24","1,293.24","1,293.24","4,661,590,000"
2778,,2011-01-18,"1,293.22","1,296.06","1,290.16","1,295.02","1,295.02","5,284,990,000"
2779,,2011-01-19,"1,294.52","1,294.60","1,278.92","1,281.92","1,281.92","4,743,710,000"
2780,,2011-01-20,"1,280.85","1,283.35","1,271.26","1,280.26","1,280.26","4,935,320,000"
2781,,2011-01-21,"1,283.63","1,291.21","1,282.07","1,283.35","1,283.35","4,935,320,000"
2782,,2011-01-24,"1,283.29","1,291.93","1,282.47","1,290.84","1,290.84","3,902,470,000"
2783,,2011-01-25,"1,288.17","1,291.26","1,281.07","1,291.18","1,291.18","4,595,380,000"
2784,,2011-01-26,"1,291.97","1,299.74","1,291.97","1,296.63","1,296.63","4,730,980,000"
2785,,2011-01-27,"1,297.51","1,301.29","1,294.41","1,299.54","1,299.54","4,309,190,000"
2786,,2011-01-28,"1,299.63","1,302.67","1,275.10","1,276.34","1,276.34","5,618,630,000"
2787,,2011-01-31,"1,276.50","1,287.17","1,276.50","1,286.12","1,286.12","4,167,160,000"
2788,,2011-02-01,"1,289.14","1,308.86","1,289.14","1,307.59","1,307.59","5,164,500,000"
2789,,2011-02-02,"1,305.91","1,307.61","1,302.62","1,304.03","1,304.03","4,098,260,000"
2790,,2011-02-03,"1,302.77","1,308.60","1,294.83","1,307.10","1,307.10","4,370,990,000"
2791,,2011-02-04,"1,307.01","1,311.00","1,301.67","1,310.87","1,310.87","3,925,950,000"
2792,,2011-02-07,"1,311.85","1,322.85","1,311.85","1,319.05","1,319.05","3,902,270,000"
2793,,2011-02-08,"1,318.76","1,324.87","1,316.03","1,324.57","1,324.57","3,881,530,000"
2794,,2011-02-09,"1,322.48","1,324.54","1,314.89","1,320.88","1,320.88","3,922,240,000"
2795,,2011-02-10,"1,318.13","1,322.78","1,311.74","1,321.87","1,321.87","4,184,610,000"
2796,,2011-02-11,"1,318.66","1,330.79","1,316.08","1,329.15","1,329.15","4,219,300,000"
2797,,2011-02-14,"1,328.73","1,332.96","1,326.90","1,332.32","1,332.32","3,567,040,000"
2798,,2011-02-15,"1,330.43","1,330.43","1,324.61","1,328.01","1,328.01","3,926,860,000"
2799,,2011-02-16,"1,329.51","1,337.61","1,329.51","1,336.32","1,336.32","1,966,450,000"
2800,,2011-02-17,"1,334.37","1,341.50","1,331.00","1,340.43","1,340.43","1,966,450,000"
2801,,2011-02-18,"1,340.38","1,344.07","1,338.12","1,343.01","1,343.01","1,162,310,000"
2802,,2011-02-22,"1,338.91","1,338.91","1,312.33","1,315.44","1,315.44","1,322,780,000"
2803,,2011-02-23,"1,315.44","1,317.91","1,299.55","1,307.40","1,307.40","1,330,340,000"
2804,,2011-02-24,"1,307.09","1,310.91","1,294.26","1,306.10","1,306.10","1,222,900,000"
2805,,2011-02-25,"1,307.34","1,320.61","1,307.34","1,319.88","1,319.88","3,836,030,000"
2806,,2011-02-28,"1,321.61","1,329.38","1,320.55","1,327.22","1,327.22","1,252,850,000"
2807,,2011-03-01,"1,328.64","1,332.09","1,306.14","1,306.33","1,306.33","1,180,420,000"
2808,,2011-03-02,"1,305.47","1,314.19","1,302.58","1,308.44","1,308.44","1,025,000,000"
2809,,2011-03-03,"1,312.37","1,332.28","1,312.37","1,330.97","1,330.97","4,340,470,000"
2810,,2011-03-04,"1,330.73","1,331.08","1,312.59","1,321.15","1,321.15","4,223,740,000"
2811,,2011-03-07,"1,322.72","1,327.68","1,303.99","1,310.13","1,310.13","3,964,730,000"
2812,,2011-03-08,"1,311.05","1,325.74","1,306.86","1,321.82","1,321.82","4,531,420,000"
2813,,2011-03-09,"1,319.92","1,323.21","1,312.27","1,320.02","1,320.02","3,709,520,000"
2814,,2011-03-10,"1,315.72","1,315.72","1,294.21","1,295.11","1,295.11","4,723,020,000"
2815,,2011-03-11,"1,293.43","1,308.35","1,291.99","1,304.28","1,304.28","3,740,400,000"
2816,,2011-03-14,"1,301.19","1,301.19","1,286.37","1,296.39","1,296.39","4,050,370,000"
2817,,2011-03-15,"1,288.46","1,288.46","1,261.12","1,281.87","1,281.87","5,201,400,000"
2818,,2011-03-16,"1,279.46","1,280.91","1,249.05","1,256.88","1,256.88","5,833,000,000"
2819,,2011-03-17,"1,261.61","1,278.88","1,261.61","1,273.72","1,273.72","4,134,950,000"
2820,,2011-03-18,"1,276.71","1,288.88","1,276.18","1,279.21","1,279.21","4,685,500,000"
2821,,2011-03-21,"1,281.65","1,300.58","1,281.65","1,298.38","1,298.38","4,223,730,000"
2822,,2011-03-22,"1,298.29","1,299.35","1,292.70","1,293.77","1,293.77","3,576,550,000"
2823,,2011-03-23,"1,292.19","1,300.51","1,284.05","1,297.54","1,297.54","3,842,350,000"
2824,,2011-03-24,"1,300.61","1,311.34","1,297.74","1,309.66","1,309.66","4,223,740,000"
2825,,2011-03-25,"1,311.80","1,319.18","1,310.15","1,313.80","1,313.80","4,223,740,000"
2826,,2011-03-28,"1,315.45","1,319.74","1,310.19","1,310.19","1,310.19","3,215,170,000"
2827,,2011-03-29,"1,309.37","1,319.45","1,305.26","1,319.44","1,319.44","3,482,580,000"
2828,,2011-03-30,"1,321.89","1,331.74","1,321.89","1,328.26","1,328.26","3,809,570,000"
2829,,2011-03-31,"1,327.44","1,329.77","1,325.03","1,325.83","1,325.83","3,566,270,000"
2830,,2011-04-01,"1,329.48","1,337.85","1,328.89","1,332.41","1,332.41","4,223,740,000"
2831,,2011-04-04,"1,333.56","1,336.74","1,329.10","1,332.87","1,332.87","4,223,740,000"
2832,,2011-04-05,"1,332.03","1,338.21","1,330.03","1,332.63","1,332.63","3,852,280,000"
2833,,2011-04-06,"1,335.94","1,339.38","1,331.09","1,335.54","1,335.54","4,223,740,000"
2834,,2011-04-07,"1,334.82","1,338.80","1,326.56","1,333.51","1,333.51","4,005,600,000"
2835,,2011-04-08,"1,336.16","1,339.46","1,322.94","1,328.17","1,328.17","3,582,810,000"
2836,,2011-04-11,"1,329.01","1,333.77","1,321.06","1,324.46","1,324.46","3,478,970,000"
2837,,2011-04-12,"1,321.96","1,321.96","1,309.51","1,314.16","1,314.16","4,275,490,000"
2838,,2011-04-13,"1,314.03","1,321.35","1,309.19","1,314.41","1,314.41","3,850,860,000"
2839,,2011-04-14,"1,311.13","1,316.79","1,302.42","1,314.52","1,314.52","3,872,630,000"
2840,,2011-04-15,"1,314.54","1,322.88","1,313.68","1,319.68","1,319.68","4,223,740,000"
2841,,2011-04-18,"1,313.35","1,313.35","1,294.70","1,305.14","1,305.14","4,223,740,000"
2842,,2011-04-19,"1,305.99","1,312.70","1,303.97","1,312.62","1,312.62","3,886,300,000"
2843,,2011-04-20,"1,319.12","1,332.66","1,319.12","1,330.36","1,330.36","4,236,280,000"
2844,,2011-04-21,"1,333.23","1,337.49","1,332.83","1,337.38","1,337.38","3,587,240,000"
2845,,2011-04-25,"1,337.14","1,337.55","1,331.47","1,335.25","1,335.25","2,142,130,000"
2846,,2011-04-26,"1,336.75","1,349.55","1,336.75","1,347.24","1,347.24","3,908,060,000"
2847,,2011-04-27,"1,348.43","1,357.49","1,344.25","1,355.66","1,355.66","4,051,570,000"
2848,,2011-04-28,"1,353.86","1,361.71","1,353.60","1,360.48","1,360.48","4,036,820,000"
2849,,2011-04-29,"1,360.14","1,364.56","1,358.69","1,363.61","1,363.61","3,479,070,000"
2850,,2011-05-02,"1,365.21","1,370.58","1,358.59","1,361.22","1,361.22","3,846,250,000"
2851,,2011-05-03,"1,359.76","1,360.84","1,349.52","1,356.62","1,356.62","4,223,740,000"
